Ind_ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Birthday_count,Employed_days,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label,Age_conv,Employed_years
5054699,M,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,-16040.342070773264,-6908,1,0,0,0,Laborers,2,0,43.94614265965278,-18.926027397260274
5051180,M,Y,N,1,166500.0,Working,Secondary / secondary special,Married,House / apartment,-13086.0,-1931,1,0,1,0,Laborers,3,0,35.85205479452055,-5.2904109589041095
5096300,F,N,N,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9320.0,-2257,1,0,0,0,High skill tech staff,3,0,25.534246575342465,-6.183561643835616
5038510,F,N,Y,0,103500.0,Working,Incomplete higher,Married,House / apartment,-11855.0,-4583,1,0,0,0,Laborers,2,0,32.47945205479452,-12.556164383561644
5023482,F,N,Y,1,119250.0,Working,Secondary / secondary special,Married,House / apartment,-15931.0,-4404,1,1,1,0,Core staff,3,0,43.64657534246575,-12.065753424657535
5054099,M,Y,N,2,202500.0,Working,Higher education,Married,House / apartment,-11736.0,-727,1,0,0,0,Drivers,4,0,32.153424657534245,-1.9917808219178081
5062713,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510.0,-3805,1,0,0,0,Core staff,3,0,39.75342465753425,-10.424657534246576
5088851,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,-11353.0,-2316,1,0,0,1,Accountants,2,0,31.104109589041094,-6.345205479452055
5111117,F,N,Y,1,315000.0,Working,Higher education,Married,House / apartment,-11602.0,-1455,1,0,0,0,Managers,3,0,31.786301369863015,-3.9863013698630136
5118115,M,N,N,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13538.0,-5422,1,1,1,0,Drivers,3,0,37.09041095890411,-14.854794520547944
5024258,M,N,Y,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11495.0,-581,1,0,0,0,Security staff,1,0,31.493150684931507,-1.5917808219178082
5113976,M,Y,N,0,270000.0,Working,Incomplete higher,Married,House / apartment,-11955.0,-893,1,1,1,1,Laborers,2,0,32.75342465753425,-2.4465753424657533
5099907,F,N,Y,2,112500.0,Working,Incomplete higher,Married,House / apartment,-10927.0,-1860,1,0,0,0,Core staff,4,0,29.936986301369863,-5.095890410958904
5038932,F,N,Y,0,94500.0,Commercial associate,Higher education,Separated,House / apartment,-14548.0,-6317,1,0,1,0,Medicine staff,1,0,39.85753424657534,-17.306849315068494
5078924,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-16116.0,-1000,1,0,1,0,Laborers,2,0,44.153424657534245,-2.73972602739726
5068390,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,-14052.0,-140,1,0,1,1,Sales staff,2,0,38.4986301369863,-0.3835616438356164
5033788,F,N,Y,1,315000.0,Working,Higher education,Separated,House / apartment,-15738.0,-4766,1,1,1,0,Private service staff,2,0,43.11780821917808,-13.057534246575342
5010781,F,Y,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,-14474.0,-2259,1,0,0,1,Core staff,3,0,39.654794520547945,-6.189041095890411
5022761,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-9791.0,-1344,1,0,0,1,Sales staff,2,0,26.824657534246576,-3.682191780821918
5041980,F,N,N,0,211500.0,Commercial associate,Higher education,Married,With parents,-14636.0,-4690,1,1,1,0,Laborers,2,0,40.0986301369863,-12.849315068493151
5113854,M,N,N,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15323.0,-8290,1,1,0,0,Laborers,1,0,41.98082191780822,-22.71232876712329
5132264,F,N,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-16040.342070773264,-2052,1,0,1,0,Laborers,2,0,43.94614265965278,-5.6219178082191785
5142136,F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,-17001.0,-5004,1,0,0,0,Medicine staff,4,0,46.57808219178082,-13.70958904109589
5088163,F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12922.0,-923,1,0,0,0,Core staff,1,0,35.4027397260274,-2.5287671232876714
5146086,M,N,N,0,148500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-14122.0,-1193,1,0,0,1,Laborers,1,0,38.69041095890411,-3.2684931506849315
5139553,F,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,-13584.0,-6337,1,0,1,0,Medicine staff,4,0,37.21643835616438,-17.361643835616437
5041474,F,N,Y,0,90000.0,Commercial associate,Higher education,Married,House / apartment,-9006.0,-793,1,0,0,1,Sales staff,2,0,24.673972602739727,-2.1726027397260275
5118270,F,N,N,0,99000.0,Working,Secondary / secondary special,Married,With parents,-19566.0,-5453,1,1,0,0,Medicine staff,2,0,53.605479452054794,-14.93972602739726
5142290,F,N,Y,1,162000.0,State servant,Higher education,Civil marriage,House / apartment,-15027.0,-88,1,0,0,0,Accountants,3,0,41.16986301369863,-0.2410958904109589
5148792,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-17450.0,-5495,1,0,0,0,Managers,1,0,47.80821917808219,-15.054794520547945
5088836,F,N,Y,0,612000.0,State servant,Secondary / secondary special,Married,House / apartment,-12563.0,-3715,1,0,0,1,Accountants,2,0,34.41917808219178,-10.178082191780822
5035418,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,-21111.0,-4816,1,0,0,0,Core staff,2,0,57.83835616438356,-13.194520547945206
5137407,F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,-17237.0,-3000,1,0,0,0,Medicine staff,1,0,47.224657534246575,-8.219178082191782
5086060,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-20542.0,-9422,1,0,1,0,Core staff,2,0,56.27945205479452,-25.813698630136987
5095117,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,-14240.0,-1586,1,0,0,0,Core staff,2,0,39.013698630136986,-4.345205479452055
5146401,F,N,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,-19682.0,-2104,1,1,0,0,Cleaning staff,1,0,53.92328767123288,-5.764383561643836
5105137,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9957.0,-1032,1,0,0,0,Laborers,1,0,27.279452054794522,-2.8273972602739725
5053388,F,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16300.0,-9698,1,0,0,1,Managers,2,0,44.657534246575345,-26.56986301369863
5113082,F,N,Y,1,112500.0,Working,Higher education,Single / not married,House / apartment,-15303.0,-1131,1,0,0,0,Core staff,2,0,41.92602739726028,-3.0986301369863014
5052755,M,N,Y,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10570.0,-1175,1,0,0,0,Managers,2,0,28.958904109589042,-3.219178082191781
5022243,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15231.0,-8375,1,0,0,1,High skill tech staff,2,0,41.728767123287675,-22.945205479452056
5113020,M,Y,Y,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,-14622.0,-2199,1,0,0,0,Core staff,2,0,40.06027397260274,-6.024657534246575
5058267,M,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,With parents,-17868.0,-1912,1,0,0,0,Drivers,3,0,48.95342465753425,-5.238356164383561
5037247,M,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12170.0,-926,1,0,0,0,Laborers,4,0,33.342465753424655,-2.536986301369863
5100461,M,Y,Y,1,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12417.0,-2499,1,0,0,0,High skill tech staff,3,0,34.01917808219178,-6.846575342465753
5091778,M,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10874.0,-1174,1,1,0,0,Laborers,4,0,29.791780821917808,-3.2164383561643834
5038569,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19974.0,-230,1,0,1,0,Laborers,2,0,54.723287671232875,-0.6301369863013698
5069169,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10314.0,-962,1,0,0,1,Sales staff,2,0,28.257534246575343,-2.6356164383561644
5065820,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16040.342070773264,-2276,1,0,0,0,Laborers,3,0,43.94614265965278,-6.235616438356164
5091048,F,N,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,-15438.0,-2197,1,0,0,1,Secretaries,4,0,42.295890410958904,-6.019178082191781
5097134,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-11382.0,-2468,1,1,1,0,Drivers,2,0,31.183561643835617,-6.761643835616439
5033884,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20063.0,-932,1,1,1,0,Core staff,2,0,54.967123287671235,-2.5534246575342467
5097024,M,Y,N,0,198000.0,Commercial associate,Higher education,Married,House / apartment,-13643.0,-2956,1,0,0,0,Managers,2,0,37.37808219178082,-8.098630136986301
5088503,M,Y,Y,0,72000.0,Working,Higher education,Married,House / apartment,-21897.0,-619,1,0,0,0,Security staff,2,0,59.99178082191781,-1.6958904109589041
5126142,M,Y,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15904.0,-3787,1,0,0,0,Laborers,4,0,43.57260273972603,-10.375342465753425
5067020,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17152.0,-1253,1,0,0,1,Laborers,3,0,46.99178082191781,-3.4328767123287673
5126527,F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,With parents,-12269.0,-196,1,0,1,0,Medicine staff,2,0,33.61369863013699,-0.536986301369863
5078931,M,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-15853.0,-298,1,0,1,0,Laborers,1,0,43.43287671232877,-0.8164383561643835
5025207,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9901.0,-124,1,0,0,0,Drivers,3,0,27.126027397260273,-0.33972602739726027
5067653,F,N,Y,0,787500.0,State servant,Higher education,Married,House / apartment,-17203.0,-1431,1,0,0,1,Managers,2,0,47.131506849315066,-3.9205479452054797
5065601,M,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20867.0,-1266,1,0,1,0,Laborers,2,0,57.16986301369863,-3.4684931506849317
5112833,F,N,Y,1,90000.0,Working,Secondary / secondary special,Separated,With parents,-13200.0,-1017,1,0,1,1,Sales staff,2,0,36.16438356164384,-2.786301369863014
5050549,M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,-16768.0,-3088,1,1,0,0,Laborers,4,0,45.93972602739726,-8.46027397260274
5089269,F,N,N,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18799.0,-1466,1,1,0,0,Cleaning staff,1,0,51.50410958904109,-4.016438356164383
5061207,M,Y,Y,14,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-17754.0,-1689,1,0,0,0,Drivers,15,0,48.64109589041096,-4.627397260273972
5028684,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-9582.0,-3003,1,0,0,1,Laborers,2,0,26.252054794520546,-8.227397260273973
5028737,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12483.0,-4039,1,0,0,0,Managers,2,0,34.2,-11.065753424657535
5113406,M,Y,Y,0,450000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10837.0,-588,1,0,0,1,Sales staff,1,0,29.69041095890411,-1.610958904109589
5025741,F,Y,N,0,216000.0,Working,Higher education,Married,Municipal apartment,-11974.0,-282,1,0,1,0,Sales staff,2,0,32.8054794520548,-0.7726027397260274
5045992,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15256.0,-4491,1,0,0,0,Laborers,2,0,41.797260273972604,-12.304109589041095
5054453,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,-17914.0,-1155,1,0,0,0,Laborers,2,0,49.07945205479452,-3.164383561643836
5024586,F,Y,Y,2,315000.0,State servant,Secondary / secondary special,Married,House / apartment,-12348.0,-1220,1,0,0,0,Managers,4,0,33.83013698630137,-3.3424657534246576
5149034,F,N,Y,0,180000.0,State servant,Higher education,Married,House / apartment,-17483.0,-1203,1,0,0,0,Core staff,2,0,47.8986301369863,-3.2958904109589042
5114114,M,Y,N,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,-17054.0,-712,1,0,1,0,Security staff,1,0,46.723287671232875,-1.9506849315068493
5050756,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18058.0,-4031,1,1,0,0,Drivers,2,0,49.47397260273973,-11.043835616438356
5135819,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19482.0,-2878,1,0,0,0,Laborers,2,0,53.37534246575343,-7.884931506849315
5105743,M,Y,N,2,112500.0,Working,Higher education,Married,House / apartment,-16040.342070773264,-6693,1,1,1,0,High skill tech staff,4,0,43.94614265965278,-18.336986301369862
5095896,F,N,N,1,112500.0,Commercial associate,Higher education,Married,House / apartment,-16018.0,-2532,1,1,1,0,Managers,3,0,43.88493150684931,-6.936986301369863
5024352,M,Y,Y,0,585000.0,Commercial associate,Secondary / secondary special,Married,With parents,-16653.0,-1646,1,0,0,0,Drivers,2,0,45.62465753424657,-4.50958904109589
5100027,F,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19317.0,-11542,1,0,0,0,Medicine staff,2,0,52.92328767123288,-31.621917808219177
5028337,F,Y,N,1,225000.0,Working,Higher education,Single / not married,With parents,-13861.0,-5408,1,0,0,0,Laborers,2,0,37.97534246575343,-14.816438356164383
5090788,F,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10909.0,-1374,1,0,0,0,Managers,2,0,29.887671232876713,-3.7643835616438355
5046126,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20301.0,-3092,1,1,1,0,Managers,2,0,55.61917808219178,-8.471232876712328
5092265,M,N,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17837.0,-351,1,0,0,0,Security staff,2,0,48.868493150684934,-0.9616438356164384
5117248,F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12974.0,-2379,1,0,0,0,Laborers,4,0,35.54520547945206,-6.517808219178082
5024386,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,Municipal apartment,-13494.0,-1281,1,0,0,0,Sales staff,2,0,36.96986301369863,-3.5095890410958903
5026178,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19171.0,-7804,1,1,0,0,Laborers,2,0,52.52328767123288,-21.38082191780822
5089320,F,Y,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-11616.0,-825,1,1,1,1,High skill tech staff,2,0,31.824657534246576,-2.26027397260274
5091735,F,Y,Y,0,243000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14716.0,-2057,1,0,0,0,Sales staff,1,0,40.31780821917808,-5.635616438356164
5105791,M,N,N,0,121500.0,State servant,Incomplete higher,Single / not married,House / apartment,-8947.0,-1611,1,1,0,0,Laborers,1,0,24.512328767123286,-4.413698630136986
5125928,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11729.0,-652,1,0,0,0,Laborers,3,0,32.134246575342466,-1.7863013698630137
5115662,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-15994.0,-2537,1,0,1,0,Sales staff,1,0,43.81917808219178,-6.950684931506849
5029256,M,Y,Y,2,225000.0,Working,Higher education,Married,House / apartment,-13456.0,-992,1,0,0,0,Drivers,4,0,36.865753424657534,-2.717808219178082
5136029,M,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-19532.0,-2331,1,0,0,0,Laborers,2,0,53.512328767123286,-6.3863013698630136
5023177,F,N,Y,1,337500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17738.0,-4710,1,1,1,0,Laborers,3,0,48.5972602739726,-12.904109589041095
5021967,F,N,N,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,-11720.0,-1191,1,0,0,0,Sales staff,3,0,32.10958904109589,-3.263013698630137
5146534,F,Y,N,1,67500.0,State servant,Secondary / secondary special,Married,House / apartment,-15151.0,-1162,1,0,0,0,Core staff,3,0,41.50958904109589,-3.1835616438356165
5088161,F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12922.0,-923,1,0,0,0,Core staff,1,0,35.4027397260274,-2.5287671232876714
5100394,M,N,Y,1,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12287.0,-3900,1,0,0,0,Core staff,3,0,33.66301369863014,-10.684931506849315
5095631,M,Y,N,1,180000.0,Working,Higher education,Married,House / apartment,-11178.0,-219,1,0,0,0,Drivers,3,0,30.624657534246577,-0.6
5113647,F,N,Y,0,225000.0,Working,Incomplete higher,Married,House / apartment,-12262.0,-223,1,0,0,1,Managers,2,0,33.59452054794521,-0.6109589041095891
5046336,F,N,N,1,85500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10217.0,-900,1,1,0,0,Accountants,3,0,27.991780821917807,-2.4657534246575343
5023724,M,Y,N,1,495000.0,Working,Secondary / secondary special,Married,House / apartment,-10261.0,-235,1,0,1,0,Laborers,3,0,28.112328767123287,-0.6438356164383562
5116369,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-19511.0,-3503,1,0,0,0,Drivers,2,0,53.45479452054794,-9.597260273972603
5062214,F,N,Y,2,153000.0,Commercial associate,Higher education,Married,House / apartment,-13283.0,-1324,1,0,0,0,Accountants,4,0,36.391780821917806,-3.627397260273973
5029191,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-16040.342070773264,-2959,1,0,0,0,Sales staff,2,0,43.94614265965278,-8.106849315068493
5068470,F,N,N,1,108000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15150.0,-719,1,0,0,0,Medicine staff,3,0,41.50684931506849,-1.9698630136986301
5090049,F,N,Y,0,69372.0,Working,Secondary / secondary special,Married,House / apartment,-15887.0,-217,1,1,1,0,Laborers,2,0,43.52602739726027,-0.5945205479452055
5067730,F,N,Y,1,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,-10288.0,-2616,1,1,1,0,Managers,3,0,28.186301369863013,-7.167123287671233
5105560,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16817.0,-4410,1,0,0,1,Sales staff,2,0,46.07397260273972,-12.082191780821917
5099914,F,N,Y,2,126000.0,Working,Secondary / secondary special,Married,House / apartment,-10020.0,-1587,1,1,1,0,Sales staff,4,0,27.45205479452055,-4.347945205479452
5150038,M,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,-12784.0,-1537,1,0,0,0,Drivers,1,0,35.02465753424657,-4.210958904109589
5053678,F,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12075.0,-1430,1,0,1,0,High skill tech staff,1,0,33.082191780821915,-3.9178082191780823
5087538,M,N,Y,0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,-9874.0,-1928,1,0,1,0,Laborers,1,0,27.052054794520547,-5.282191780821917
5061611,M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-11378.0,-867,1,0,1,0,Drivers,3,0,31.172602739726027,-2.3753424657534246
5041066,F,N,Y,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17461.0,-2134,1,0,0,0,Sales staff,1,0,47.83835616438356,-5.846575342465753
5105819,M,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,-11716.0,-460,1,0,0,0,Managers,4,0,32.0986301369863,-1.2602739726027397
5091006,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17211.0,-3232,1,0,0,0,Laborers,2,0,47.153424657534245,-8.854794520547944
5050852,M,N,N,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,-9488.0,-1505,1,0,0,0,High skill tech staff,1,0,25.994520547945207,-4.123287671232877
5117202,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13530.0,-95,1,0,0,0,Sales staff,1,0,37.06849315068493,-0.2602739726027397
5074739,M,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,-13198.0,-3690,1,0,0,0,Core staff,3,0,36.15890410958904,-10.10958904109589
5135378,F,N,Y,0,387000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20082.0,-4979,1,0,0,0,Sales staff,2,0,55.01917808219178,-13.64109589041096
5135489,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10380.0,-3396,1,0,0,0,Laborers,4,0,28.438356164383563,-9.304109589041095
5067016,M,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9926.0,-461,1,0,0,0,Drivers,1,0,27.194520547945206,-1.263013698630137
5024097,F,Y,N,0,126000.0,State servant,Incomplete higher,Single / not married,House / apartment,-11978.0,-5206,1,1,0,0,Core staff,1,0,32.81643835616438,-14.263013698630138
5008865,F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15761.0,-3173,1,0,0,0,Laborers,4,0,43.18082191780822,-8.693150684931506
5089770,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10796.0,-2531,1,1,0,0,Laborers,4,0,29.578082191780823,-6.934246575342466
5042296,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15207.0,-2102,1,1,1,0,Drivers,3,0,41.66301369863014,-5.758904109589041
5010185,M,N,N,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16797.0,-6583,1,0,1,0,Laborers,2,0,46.01917808219178,-18.035616438356165
5090509,M,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-10791.0,-156,1,0,0,0,Managers,2,0,29.564383561643837,-0.4273972602739726
5113006,M,Y,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-19584.0,-2199,1,0,0,0,Laborers,3,0,53.654794520547945,-6.024657534246575
5095905,F,N,N,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-15429.0,-1589,1,0,0,0,Core staff,1,0,42.271232876712325,-4.353424657534247
5113440,F,N,Y,0,207000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18617.0,-2506,1,0,0,0,Cooking staff,1,0,51.00547945205479,-6.865753424657535
5069289,F,N,Y,0,270000.0,Commercial associate,Incomplete higher,Married,House / apartment,-14783.0,-3397,1,0,0,0,Core staff,2,0,40.5013698630137,-9.306849315068494
5135938,F,Y,N,2,315000.0,Working,Secondary / secondary special,Married,House / apartment,-15621.0,-3792,1,0,0,0,Sales staff,4,0,42.797260273972604,-10.389041095890411
5118026,F,N,N,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13630.0,-3230,1,0,1,0,High skill tech staff,2,0,37.342465753424655,-8.849315068493151
5053524,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14762.0,-2464,1,0,1,0,Managers,2,0,40.443835616438356,-6.750684931506849
5010567,F,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,-10145.0,-1682,1,0,0,1,Sales staff,2,0,27.794520547945204,-4.608219178082192
5046003,F,N,Y,1,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15039.0,-3334,1,0,1,0,Private service staff,2,0,41.202739726027396,-9.134246575342466
5118225,M,Y,N,0,225000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,-20858.0,-3110,1,0,0,0,Laborers,2,0,57.14520547945205,-8.520547945205479
5050635,F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-13556.0,-2966,1,0,0,0,Managers,2,0,37.13972602739726,-8.126027397260273
5088805,M,Y,Y,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-13718.0,-3694,1,1,1,0,High skill tech staff,2,0,37.583561643835615,-10.12054794520548
5117331,F,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15027.0,-2257,1,0,1,0,Sales staff,1,0,41.16986301369863,-6.183561643835616
5023092,F,N,N,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-16868.0,-4161,1,0,0,0,Laborers,1,0,46.21369863013699,-11.4
5079016,M,Y,Y,2,900000.0,Commercial associate,Higher education,Married,House / apartment,-9889.0,-1000,1,0,0,0,Managers,4,0,27.09315068493151,-2.73972602739726
5035682,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16505.0,-8377,1,0,0,0,Laborers,2,0,45.21917808219178,-22.95068493150685
5139761,M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,-23711.0,-7494,1,0,0,0,Laborers,2,0,64.96164383561644,-20.53150684931507
5029251,M,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-14023.0,-4280,1,1,0,0,Laborers,2,0,38.41917808219178,-11.726027397260275
5091824,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14638.0,-5891,1,0,0,0,Laborers,1,0,40.104109589041094,-16.13972602739726
5132569,F,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14934.0,-1350,1,0,1,0,Sales staff,3,0,40.915068493150685,-3.6986301369863015
5021490,M,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10682.0,-609,1,0,1,0,Sales staff,1,0,29.265753424657536,-1.6684931506849314
5035859,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-21185.0,-2381,1,0,0,0,Accountants,1,0,58.04109589041096,-6.523287671232877
5142496,F,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-15481.0,-2874,1,0,0,0,Private service staff,3,0,42.413698630136984,-7.873972602739726
5113302,M,N,Y,1,180000.0,Working,Higher education,Married,With parents,-15670.0,-1654,1,0,0,0,Cooking staff,3,0,42.93150684931507,-4.531506849315068
5053918,F,Y,N,0,225000.0,Working,Higher education,Civil marriage,House / apartment,-14438.0,-2433,1,0,0,0,Managers,2,0,39.556164383561644,-6.6657534246575345
5067102,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-16761.0,-4534,1,0,0,0,Sales staff,1,0,45.92054794520548,-12.421917808219177
5022118,M,N,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-19686.0,-1131,1,0,0,0,Laborers,2,0,53.93424657534246,-3.0986301369863014
5091718,F,Y,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14116.0,-2269,1,0,0,0,Medicine staff,2,0,38.673972602739724,-6.2164383561643834
5009586,F,N,N,0,45000.0,Working,Secondary / secondary special,Separated,House / apartment,-14374.0,-798,1,0,1,0,Sales staff,1,0,39.38082191780822,-2.186301369863014
5097170,M,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-9570.0,-2620,1,0,0,0,Drivers,2,0,26.21917808219178,-7.178082191780822
5062594,M,Y,Y,1,135000.0,State servant,Higher education,Married,House / apartment,-8972.0,-145,1,0,0,1,Core staff,3,0,24.58082191780822,-0.3972602739726027
5028726,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12483.0,-4039,1,0,0,0,Managers,2,0,34.2,-11.065753424657535
